Property_ID,Swimming_Pool,Gym,Garden,Lift,Security,Power_Backup,Club_House,CCTV,Childrens_Play_Area
P12649,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12650,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12651,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P12652,No,Yes,Yes,Yes,Yes,No,No,Yes,No
P12653,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12654,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12655,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12656,Yes,No,Yes,Yes,Yes,No,No,Yes,No
P12657,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12658,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12659,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P12660,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
P12661,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12662,No,No,No,No,Yes,No,Yes,Yes,No
P12663,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12664,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12665,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
P12666,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12667,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
P12668,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12669,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12670,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P12671,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12672,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12673,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12674,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12675,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12676,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P12677,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12678,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12679,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P12680,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12681,No,Yes,Yes,No,Yes,Yes,No,No,Yes
P12682,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12683,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12684,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12685,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12686,No,No,No,Yes,Yes,Yes,No,Yes,Yes
P12687,Yes,No,Yes,No,Yes,Yes,No,Yes,No
P12688,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
P12689,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12690,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P12691,No,Yes,No,No,Yes,Yes,No,Yes,No
P12692,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12693,No,Yes,No,Yes,No,No,Yes,Yes,Yes
P12694,No,Yes,No,Yes,No,Yes,Yes,No,Yes
P12695,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P12696,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12697,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12698,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12699,No,Yes,No,No,No,Yes,No,Yes,Yes
P12700,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P12701,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
P12702,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
P12703,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
P12704,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P12705,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes
P12706,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
P12707,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
P12708,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12709,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12710,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12711,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12712,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12713,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12714,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12715,Yes,No,No,Yes,Yes,Yes,No,Yes,No
P12716,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12717,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12718,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
P12719,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12720,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
P12721,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12722,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P12723,No,No,No,Yes,Yes,Yes,No,Yes,Yes
P12724,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P12725,No,Yes,Yes,Yes,Yes,No,No,Yes,No
P12726,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12727,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
P12728,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12729,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P12730,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
P12731,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12732,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12733,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12734,No,No,Yes,No,Yes,No,Yes,Yes,No
P12735,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12736,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
P12737,Yes,No,Yes,No,Yes,Yes,No,Yes,No
P12738,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12739,No,No,Yes,Yes,No,Yes,Yes,Yes,No
P12740,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12741,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12742,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P12743,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12744,Yes,No,No,Yes,Yes,Yes,No,Yes,No
P12745,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
P12746,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
P12747,No,Yes,No,Yes,No,No,Yes,Yes,Yes
P12748,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P12749,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12750,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12751,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12752,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
P12753,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12754,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
P12755,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P12756,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12757,Yes,No,No,No,Yes,Yes,No,Yes,No
P12758,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12759,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12760,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12761,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12762,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12763,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
P12764,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
P12765,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12766,No,No,Yes,Yes,Yes,Yes,Yes,No,No
P12767,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12768,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12769,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12770,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12771,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12772,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12773,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P12774,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12775,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12776,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12777,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P12778,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P12779,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
P12780,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12781,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12782,Yes,No,No,Yes,Yes,No,Yes,No,Yes
P12783,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12784,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P12785,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P12786,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P12787,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P12788,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12789,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12790,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
P12791,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P12792,No,Yes,Yes,Yes,Yes,No,No,Yes,No
P12793,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12794,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12795,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12796,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12797,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12798,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12799,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12800,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P12801,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
P12802,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12803,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P12804,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12805,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12806,Yes,No,No,Yes,Yes,No,Yes,No,No
P12807,No,Yes,Yes,No,Yes,No,No,No,Yes
P12808,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
P12809,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12810,Yes,No,Yes,Yes,No,No,Yes,No,Yes
P12811,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12812,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12813,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P12814,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P12815,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
P12816,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
P12817,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12818,No,Yes,No,Yes,Yes,No,No,Yes,Yes
P12819,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12820,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
P12821,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12822,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12823,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12824,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12825,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12826,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12827,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12828,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12829,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12830,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12831,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12832,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12833,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P12834,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
P12835,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
P12836,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12837,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
P12838,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P12839,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12840,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12841,No,Yes,No,No,Yes,Yes,No,Yes,No
P12842,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
P12843,No,No,No,No,No,No,No,Yes,Yes
P12844,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
P12845,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12846,No,No,Yes,No,Yes,No,No,Yes,Yes
P12847,No,Yes,No,No,Yes,Yes,No,Yes,Yes
P12848,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
P12849,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12850,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12851,No,No,Yes,No,Yes,No,No,Yes,No
P12852,No,No,Yes,No,Yes,Yes,Yes,Yes,No
P12853,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12854,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
P12855,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12856,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P12857,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12858,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
P12859,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P12860,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12861,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12862,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P12863,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12864,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12865,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12866,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12867,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12868,No,No,Yes,Yes,Yes,No,No,Yes,No
P12869,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12870,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
P12871,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12872,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
P12873,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12874,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P12875,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
P12876,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12877,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
P12878,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12879,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12880,No,Yes,Yes,No,Yes,Yes,No,Yes,No
P12881,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
P12882,No,No,Yes,No,No,Yes,Yes,Yes,Yes
P12883,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P12884,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P12885,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12886,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12887,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12888,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12889,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12890,No,Yes,Yes,Yes,Yes,No,No,Yes,No
P12891,No,No,Yes,Yes,Yes,No,Yes,Yes,No
P12892,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12893,No,No,No,Yes,Yes,No,No,Yes,Yes
P12894,No,Yes,Yes,No,No,Yes,No,No,No
P12895,No,Yes,No,Yes,Yes,No,No,Yes,Yes
P12896,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12897,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12898,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P12899,Yes,No,Yes,No,Yes,No,Yes,Yes,No
P12900,No,No,No,Yes,Yes,Yes,No,Yes,No
P12901,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
P12902,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12903,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12904,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P12905,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12906,Yes,Yes,Yes,No,Yes,No,No,Yes,No
P12907,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12908,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
P12909,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12910,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
P12911,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12912,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12913,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12914,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
P12915,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
P12916,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12917,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12918,Yes,Yes,No,Yes,Yes,No,No,Yes,No
P12919,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12920,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12921,Yes,No,Yes,Yes,No,Yes,No,Yes,No
P12922,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12923,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12924,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12925,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
P12926,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12927,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P12928,No,No,Yes,No,Yes,Yes,Yes,Yes,No
P12929,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
P12930,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
P12931,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12932,No,Yes,No,Yes,Yes,Yes,Yes,No,No
P12933,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P12934,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12935,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12936,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P12937,No,Yes,Yes,Yes,Yes,Yes,No,No,No
P12938,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P12939,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P12940,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P12941,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12942,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12943,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
P12944,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P12945,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12946,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12947,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12948,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12949,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12950,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12951,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
P12952,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
P12953,Yes,Yes,No,No,Yes,No,No,Yes,Yes
P12954,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
P12955,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12956,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
P12957,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12958,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
P12959,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P12960,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P12961,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
P12962,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
P12963,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12964,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P12965,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P12966,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
P12967,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P12968,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12969,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
P12970,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P12971,No,No,Yes,Yes,Yes,No,No,Yes,Yes
P12972,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P12973,No,Yes,No,Yes,No,Yes,No,Yes,No
P12974,No,Yes,No,Yes,No,No,Yes,Yes,Yes
P12975,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12976,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12977,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
P12978,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12979,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12980,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12981,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12982,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
P12983,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12984,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
P12985,No,Yes,Yes,No,Yes,No,Yes,No,No
P12986,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12987,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12988,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P12989,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P12990,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P12991,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12992,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P12993,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
P12994,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P12995,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P12996,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12997,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P12998,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P12999,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P13000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P13001,No,No,Yes,No,Yes,Yes,No,Yes,Yes
P13002,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P13003,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P13004,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P13005,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P13006,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P13007,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
P13008,Yes,No,No,Yes,No,Yes,No,No,Yes
P13009,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P13010,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P13011,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P13012,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P13013,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P13014,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P13015,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P13016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P13017,Yes,Yes,No,Yes,No,No,Yes,Yes,No
P13018,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P13019,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P13020,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P13021,No,No,Yes,Yes,Yes,No,No,Yes,No
P13022,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P13023,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P13024,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P13025,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P13026,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P13027,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P13028,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
P13029,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P13030,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
P13031,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P13032,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P13033,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P13034,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P13035,No,No,No,No,Yes,No,No,Yes,Yes
P13036,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
P13037,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P13038,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
P13039,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
